Price,Link,CPU Name,CPU Lithography,CPU Core,CPU Thread,CPU Cache,CPU Base Clock,CPU Max Clock,CPU Intel,CPU Cache,Base Power,Max Power,CPU Series,RAM,Memory Type,Max DDR Support,Storage,Storage Type,GPU Name,GPU VRAM,IGPU Cloock,GPU Onboard,GPU AMD,GPU NVIDIA,Display Type,Display Size,Display Resolution,Display Frequency,Display Color,OS,Warrant
12990000,https://www.anphatpc.com.vn/laptop-hp-pavilion-15-eg3099tu-8c5m0pa.html,i3-1315U,7,6.0,8.0,10,4.5,4.5,1,10,15,55,3,8GB,DDR4,5.0,256GB,SSD,,,,1,0,0,IPS,15.6 INCH,1920 X 1080,,45% NTSC,11,12
19990000,https://www.anphatpc.com.vn/laptop-asus-vivobook-14x-oled-k3405zf-km184w.html,i5-12500H,7,12.0,16.0,18,4.5,4.5,1,18,45,95,5,16GB,DDR4,5.0,512GB,SSD,,,,1,0,0,OLED,14.0INCH,2880 X 1800,90HZ,100% DCI-P3,11,24
27990000,https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-x13-gen-4-21ex006rva.html,i5-1335U,7,10.0,12.0,12,4.6,4.6,1,12,15,55,5,16GB,LPDDR5,5.0,512GB,SSD,,,,1,0,0,IPS,13.3 INCH,1920X1200,60HZ,100% SRGB,0,36
37354000,https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-p16s-g2-t-21hk0034vn.html,i5-1340P,7,12.0,16.0,12,4.6,4.6,1,12,28,64,5,16GB,LPDDR5,5.0,512GB,SSD,,,,1,0,0,IPS,16 INCH,1920X1200,60HZ,45% NTSC,0,36
127990000,https://www.anphatpc.com.vn/laptop-acer-predator-helios-18-ph18-71-94sj-nh.qkrsv.002.html,i9-13900H,7,14.0,20.0,24,5.4,5.4,1,24,45,115,9,32GB,DDR5,5.0,1024GB,SSD,4080,16,,0,0,1,LCD,18 INCH,2560 X 1600,240HZ,DCI-P3 100%,11,12
42990000,https://www.anphatpc.com.vn/laptop-msi-stealth-15-a13vf-069vn.html,i7-13620H,7,10.0,16.0,24,4.9,4.9,1,24,45,115,7,16GB,DDR5,5.0,1TB,SSD,4060,8,,0,0,1,OLED,15.6 INCH,2560x1440,240HZ,100% DCI-P3,11,24
31490000,https://www.anphatpc.com.vn/laptop-hp-victus-15-fa1087tx-8c5m4pa.html,i7-13620H,7,10.0,16.0,24,4.9,4.9,1,24,45,115,7,16GB,DDR4,5.0,512GB,SSD,,,,1,0,0,IPS,15.6INCH,1920 X 1080,,45% NTSC,11,12
25990000,https://www.anphatpc.com.vn/laptop-asus-vivobook-s-14-oled-s5406ma-pp136w.html,125H,0,14.0,18.0,18,0.7,4.5,1,18,28,115,5,16GB,LPDDR5,5.0,1TB,SSD,540,4,,0,1,0,OLED,14 INCH,2880 X 1800,120HZ,100% DCI-P3,11,24
0,https://www.anphatpc.com.vn/laptop-msi-modern-15-b13m-new.html,i5-1335U,7,10.0,12.0,12,4.6,4.6,1,12,15,55,5,8GB,DDR4,5.0,512GB,SSD,,,,1,0,0,IPS,15.6 INCH,1920x1080,60HZ,45% NTSC,11,24
23490000,https://www.anphatpc.com.vn/laptop-acer-swift-go-sfg14-71-513f-nx.kpzsv.003.html,i5-13500H,7,12.0,16.0,18,4.7,4.7,1,18,45,95,5,16GB,LPDDR5,5.0,512GB,SSD,,,,1,0,0,OLED,14INCH,2880 X 1800,90HZ,,11,12
37990000,https://www.anphatpc.com.vn/laptop-acer-predator-helios-neo-phn16-71-547e-nh.qlusv.00a.html,i5-13500HX,7,14.0,20.0,24,4.7,4.7,1,24,55,157,5,32GB,DDR5,5.0,512GB,SSD,4060,8,,0,0,1,IPS,16 INCH,2560X1600,165HZ,SRGB 100%,11,12
0,https://www.anphatpc.com.vn/laptop-asus-expertbook-b5-b5602cva-l20164w.html,i5-1340P,7,12.0,16.0,12,4.6,4.6,1,12,28,64,5,16GB,DDR5,5.0,512GB,SSD,,,,1,0,0,OLED,16.0 INCH,3840 X 2400,60HZ,,11,24
28590000,https://www.anphatpc.com.vn/laptop-dell-latitude-5440-71021492.html,i7-1355U,7,10.0,12.0,12,5.0,5.0,1,12,15,55,7,16GB,DDR4,5.0,512 GB,SSD,,,,1,0,0,IPS,14.0 INCH,1920X1080,,,0,12
145000000,https://www.anphatpc.com.vn/microsoft-surface-studio-intel-core-i7-7820hk-32-gb-2tb-ssd-gtx1070-28-inch-win-10-home.html,i7-7820HK,14,4.0,8.0,8,2.9,3.9,1,8,35,45,7,32GB,,4.0,2TB,SSD,,,,1,0,0,,28-INCH,4500 X 3000,,,10,12
24990000,https://www.anphatpc.com.vn/laptop-lenovo-ideapad-slim-5-14imh9-83da001yvn.html,155H,0,16.0,22.0,24,0.9,4.8,1,24,28,115,7,32GB,LPDDR5,5.0,512GB,SSD,,,,1,0,0,OLED,14 INCH,1920X1200,60HZ,100% DCI-P3,11,24
0,https://www.anphatpc.com.vn/microsoft-surface-pro-9-wifi-intel-evo-12th-core-i7-1255u-16gb-1tb-iris-xe-graphics-13-inch-windows-11-home-black.html,i7-1255U,7,10.0,12.0,12,4.7,4.7,1,12,15,55,7,16GB,LPDDR5,5.0,1TB,SSD,,,,1,0,0,,13-INCH,2880 X 1920,120HZ,,11,12
91990000,https://www.anphatpc.com.vn/laptop-msi-stealth-gs77-12uhs-250vn.html,i9-12900,7,16.0,24.0,30,1.8,5.0,1,30,65,202,9,64GB,DDR5,5.0,2TB,SSD,3080,12,,0,0,1,,17.3 INCH,1920x1080,120HZ,100% DCI-P3,11,24
41002000,https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-p16s-g2-t-21hk0035vn.html,i7-1360P,7,12.0,16.0,18,5.0,5.0,1,18,28,64,7,16GB,LPDDR5,5.0,512GB,SSD,,,,1,0,0,IPS,16 INCH,1920X1200,60HZ,45% NTSC,0,36
28590000,https://www.anphatpc.com.vn/laptop-dell-inspiron-5630-i7p165w11sl2050.html,i7-1360P,7,12.0,16.0,18,5.0,5.0,1,18,28,64,7,16GB,LPDDR5,5.0,512GB,SSD,630,4,,0,1,0,,16.0 INCH,1920X1200,60HZ,,11,12
21990000,https://www.anphatpc.com.vn/laptop-hp-pavilion-15-eg3112tu-8u6l9pa.html,i7-1355U,7,10.0,12.0,12,5.0,5.0,1,12,15,55,7,16 GB,DDR4,5.0,512 GB,SSD,,,,1,0,0,IPS,15 INCH,1920 X 1080,,45% NTSC,11,12
24490000,https://www.anphatpc.com.vn/laptop-asus-tuf-gaming-a15-fa507nu-lp031w.html,Ryzen 7 7735HS,6,8.0,16.0,20,3.2,4.75,0,20,35,54,7,32GB,DDR5,5.0,512GB,SSD,,,,1,0,0,IPS,15.6-INCH,1920 X 1080,144HZ,100% SRGB,11,24
26990000,https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-t16-gen-2-21hh003nva.html,i5-1335U,7,10.0,12.0,12,4.6,4.6,1,12,15,55,5,32GB,DDR5,5.0,512GB,SSD,,,,1,0,0,IPS,16 INCH,1920X1200,60HZ,45% NTSC,0,36
33990000,https://www.anphatpc.com.vn/laptop-lg-gram-2023-16z90r-g.ah76a5.html,i7-1360P,7,12.0,16.0,18,5.0,5.0,1,18,28,64,7,16GB,LPDDR5,5.0,512GB,SSD,,,,1,0,0,IPS,16 INCH,2560 X 1600,,DCI-P3 99%,11,12
53990000,https://www.anphatpc.com.vn/laptop-lenovo-legion-pro-5-16irx9-83df0046vn.html,i9-14900HX,7,24.0,32.0,36,1.6,5.8,1,36,55,157,9,64GB,DDR5,5.0,1TB,SSD,4070,12,,0,0,1,IPS,16 INCH,2560X1600,240HZ,100% SRGB,11,24
27890000,https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-t16-gen-2-21hh003pva.html,i7-1355U,7,10.0,12.0,12,5.0,5.0,1,12,15,55,7,32GB,DDR5,5.0,512GB,SSD,,,,1,0,0,IPS,16 INCH,1920X1200,60HZ,45% NTSC,0,36
28590000,https://www.anphatpc.com.vn/laptop-lenovo-yoga-slim-7-14imh9-83cv001uvn.html,155H,0,16.0,22.0,24,0.9,4.8,1,24,28,115,7,32GB,LPDDR5,5.0,512GB,SSD,,,,1,0,0,OLED,14 INCH,1920X1200,60HZ,100% DCI-P3,11,24
15990000,https://www.anphatpc.com.vn/laptop-msi-thin-gf63-12ucx-841vn.html,i5-12450H,7,8.0,12.0,12,4.4,4.4,1,12,45,95,5,64GB,DDR4,5.0,512GB,SSD,,,,1,0,0,IPS,15.6 INCH,1920 X 1080,144HZ,45%NTSC,11,12
19890000,https://www.anphatpc.com.vn/laptop-hp-15-fd0083tu-8d736pa.html,i7-1355U,7,10.0,12.0,12,5.0,5.0,1,12,15,55,7,16GB,DDR4,5.0,512GB,SSD,,,,1,0,0,,15.6INCH,1920 X 1080,,45% NTSC,11,12
48790000,https://www.anphatpc.com.vn/microsoft-surface-laptop-4-intel-core-i5-1145g7-16-gb-512gb-13.5-inch.html,i5-1145G7,10,4.0,8.0,8,1.1,4.4,1,8,12,28,5,16GB,LPDDR4,4.0,512GB,SSD,,,,1,0,0,,13.5-INCH,2256 X 1504,,,10,12
12990000,https://www.anphatpc.com.vn/laptop-lenovo-ideapad-slim-3-15iah8-83er000bvn.html,i5-12450H,7,8.0,12.0,12,4.4,4.4,1,12,45,95,5,8GB,LPDDR5,5.0,512GB,SSD,,,,1,0,0,IPS,15.6 INCH,1920X1080,,,11,24
39990000,https://www.anphatpc.com.vn/microsoft-surface-pro-9-wifi-intel-evo-12th-core-i5-1235u-16gb-256gb-iris-xe-graphics-13-inch-windows-11-home-blue.html,i5-1235U,7,10.0,12.0,12,4.4,4.4,1,12,15,55,5,128GB,LPDDR5,5.0,256GB,SSD,,,,1,0,0,,13-INCH,2880 X 1920,120HZ,,11,12
51000000,https://www.anphatpc.com.vn/microsoft-surface-pro-9-wifi-intel-evo-12th-core-i7-1255u-16gb-512gb-iris-xe-graphics-13-inch-windows-11-home-black.html,i7-1255U,7,10.0,12.0,12,4.7,4.7,1,12,15,55,7,16GB,LPDDR5,5.0,512GB,SSD,,,,1,0,0,,13-INCH,2880 X 1920,120HZ,,11,12
18950000,https://www.anphatpc.com.vn/laptop-hp-probook-440-g10-9h8u4pt.html,i5-1335U,7,10.0,12.0,12,4.6,4.6,1,12,15,55,5,8GB,DDR4,5.0,512GB,SSD,,,,1,0,0,IPS,14 INCH,1920 X 1080,,45% NTSC,11,12
28990000,https://www.anphatpc.com.vn/laptop-gaming-acer-nitro-16-phoenix-an16-41-r5m4-nh.qkbsv.003.html,Ryzen 5 7535HS,6,6.0,12.0,19,3.3,4.55,0,19,35,54,5,32GB,DDR5,5.0,512GB,SSD,535,4,,0,1,0,IPS,16 INCH,1920 X 1200,165HZ,SRGB 100%,11,12
55490000,https://www.anphatpc.com.vn/laptop-dell-mobile-precision-workstation-3581-71024679.html,i7-13800H,7,14.0,20.0,24,5.2,5.2,1,24,45,115,7,32GB,DDR5,5.0,1TB,SSD,,,,1,0,0,,15.6 INCH,1920 X 1080,,,11,36
0,https://www.anphatpc.com.vn/microsoft-surface-pro-9-wifi-intel-evo-12th-core-i7-1255u-16gb-1tb-iris-xe-graphics-13-inch-windows-11-home-silver.html,i7-1255U,7,10.0,12.0,12,4.7,4.7,1,12,15,55,7,16GB,LPDDR5,5.0,1TB,SSD,,,,1,0,0,,13-INCH,2880 X 1920,120HZ,,11,12
21990000,https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-e14-gen-5-21jk006hva.html,i7-1355U,7,10.0,12.0,12,5.0,5.0,1,12,15,55,7,32GB,DDR4,5.0,512GB,SSD,,,,1,0,0,IPS,14 INCH,1920X1200,60HZ,45% NTSC,0,24
63990000,https://www.anphatpc.com.vn/laptop-asus-gaming-rog-zephyrus-g16-gu605mv-qr135w.html,185H,0,16.0,22.0,24,1.8,5.1,1,24,45,115,9,32GB,LPDDR5,5.0,1TB,SSD,4060,8,,0,0,1,OLED,16 INCH,2560 X 1600,240HZ,100% DCI-P3,11,24
22390000,https://www.anphatpc.com.vn/laptop-hp-elitebook-630-g10-9j0b5pt.html,i5-1335U,7,10.0,12.0,12,4.6,4.6,1,12,15,55,5,16 GB,DDR4,5.0,512 GB,SSD,630,4,,0,1,0,IPS,13.3INCH,1920 X 1080,,45% NTSC,11,12
16990000,https://www.anphatpc.com.vn/laptop-hp-14s-ep0112tu-8c5l1pa.html,i5-1335U,7,10.0,12.0,12,4.6,4.6,1,12,15,55,5,16GB,DDR4,5.0,512 GB,SSD,,,,1,0,0,,14 INCH,1920 X 1080,,45% NTSC,11,12
31990000,https://www.anphatpc.com.vn/microsoft-surface-pro-7-plus-core-i5-1135g7-8gb-256gb-ssd-12.3-inch-touch-win-10-platinum_id37248.html,i5-1135G7,10,4.0,8.0,8,0.9,4.2,1,8,12,28,5,8GB,,4.0,256GB,SSD,,,,1,0,0,,12.3-INCH,,,,10,12
23590000,https://www.anphatpc.com.vn/laptop-hp-elitebook-640-g10-873g4pa.html,i5-1335U,7,10.0,12.0,12,4.6,4.6,1,12,15,55,5,16GB,DDR4,5.0,512GB,SSD,,,,1,0,0,IPS,14 INCH,1920 X 1080,,45% NTSC,11,25
25900000,https://www.anphatpc.com.vn/laptop-gaming-acer-nitro-5-tiger-an515-58-773y-nh.qfksv.001.html,i7-12700H,7,14.0,20.0,24,4.7,4.7,1,24,45,115,7,32GB,DDR4,5.0,512GB,SSD,540,4,,0,1,0,IPS,15.6 INCH,1920 X 1080,144HZ,,11,12
22990000,https://www.anphatpc.com.vn/laptop-hp-elitebook-630-g9-6m145pa.html,i7-1255U,7,10.0,12.0,12,4.7,4.7,1,12,15,55,7,8GB,DDR4,5.0,512GB,SSD,630,4,,0,1,0,IPS,13.3 INCH,1920 X 1080,,45% NTSC,11,12
16990000,https://www.anphatpc.com.vn/laptop-msi-modern-14-c13m-608vn.html,i5-1335U,7,10.0,12.0,12,4.6,4.6,1,12,15,55,5,16GB,DDR4,5.0,512GB,SSD,,,,1,0,0,IPS,14 INCH,1920x1080,60HZ,45% NTSC,11,14
39990000,https://www.anphatpc.com.vn/laptop-lenovo-legion-5-16irx9-83dg004yvn.html,i7-14650HX,7,16.0,24.0,30,1.6,5.2,1,30,55,157,7,16GB,,5.0,512GB,SSD,4060,8,,0,0,1,LED,16 INCH,2560X1600,165HZ,,11,24
0,https://www.anphatpc.com.vn/microsoft-surface-pro-9-wifi-intel-evo-12th-core-i7-1255u-16gb-256gb-iris-xe-graphics-13-inch-windows-11-home-green.html,i7-1255U,7,10.0,12.0,12,4.7,4.7,1,12,15,55,7,16GB,LPDDR5,5.0,256GB,SSD,,,,1,0,0,,13-INCH,2880 X 1920,120HZ,,11,12
12390000,https://www.anphatpc.com.vn/laptop-dell-vostro-3530-v5i3465w1.html,i3-1305U,7,5.0,6.0,10,4.5,4.5,1,10,15,55,3,8GB,DDR4,5.0,512GB,SSD,,,,1,0,0,LED,15.6 INCH,1920 X 1080,120HZ,,11,12
0,https://www.anphatpc.com.vn/laptop-dell-latitude-7340-xcto-42lt734002.html,i7-1355U,7,10.0,12.0,12,5.0,5.0,1,12,15,55,7,16GB,LPDDR5,5.0,512GB,SSD,,,,1,0,0,,13.3 INCH,1920X1200,,,0,36
59990000,https://www.anphatpc.com.vn/laptop-msi-vector-gp68hx-13vh-252vn.html,i9-13950HX,7,24.0,32.0,36,5.5,5.5,1,36,55,157,9,64GB,DDR5,5.0,1TB,SSD,4080,16,,0,0,1,IPS,16 INCH,1920 X 1200,144HZ,,11,24
0,https://www.anphatpc.com.vn/microsoft-surface-pro-9-wifi-intel-evo-12th-core-i7-1255u-32gb-1tb-iris-xe-graphics-13-inch-windows-11-home-black.html,i7-1255U,7,10.0,12.0,12,4.7,4.7,1,12,15,55,7,32GB,LPDDR5,5.0,1TB,SSD,,,,1,0,0,,13-INCH,2880 X 1920,120HZ,,11,12
0,https://www.anphatpc.com.vn/microsoft-surface-pro-9-wifi-intel-evo-12th-core-i7-1255u-16gb-1tb-iris-xe-graphics-13-inch-windows-11-home-green.html,i7-1255U,7,10.0,12.0,12,4.7,4.7,1,12,15,55,7,16GB,LPDDR5,5.0,1TB,SSD,,,,1,0,0,,13-INCH,2880 X 1920,120HZ,,11,12
15490000,https://www.anphatpc.com.vn/laptop-asus-vivobook-s-flip-tn3402ya-lz192w.html,Ryzen 5 7530U,7,6.0,12.0,19,2.0,4.5,0,19,15,15,5,16GB,DDR4,4.0,512GB,SSD,,,,1,0,0,IPS,14 INCH,1920X1200,,45% NTSC,11,24
27790000,https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-e16-gen-1-21jn006uvn.html,i7-1360P,7,12.0,16.0,18,5.0,5.0,1,18,28,64,7,32GB,DDR4,5.0,512GB,SSD,,,,1,0,0,IPS,16 INCH,1920X1200,60HZ,45% NTSC,11,24
19990000,https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-e14-gen-5-21jk006bvn.html,i5-1335U,7,10.0,12.0,12,4.6,4.6,1,12,15,55,5,32GB,DDR4,5.0,512GB,SSD,,,,1,0,0,IPS,14 INCH,1920X1200,60HZ,45% NTSC,11,24
14490000,https://www.anphatpc.com.vn/laptop-asus-vivobook-15-x1504za-nj517w.html,i5-1235U,7,10.0,12.0,12,4.4,4.4,1,12,15,55,5,16GB,DDR4,5.0,512GB,SSD,,,,1,0,0,,15.6INCH,1920 X 1080,,45% NTSC,11,24
15390000,https://www.anphatpc.com.vn/laptop-acer-aspire-5-a514-56p-562p-nx.khrsv.008.html,i5-1335U,7,10.0,12.0,12,4.6,4.6,1,12,15,55,5,16 GB,LPDDR5,5.0,512GB,SSD,,,,1,0,0,IPS,14 INCH,1920 X 1200,60HZ,,11,12
25990000,https://www.anphatpc.com.vn/laptop-hp-elitebook-630-g10-9j0b7pt.html,i7-1355U,7,10.0,12.0,12,5.0,5.0,1,12,15,55,7,16GB,DDR4,5.0,512 GB,SSD,630,4,,0,1,0,IPS,13.3INCH,1920 X 1080,,45% NTSC,11,12
69900000,https://www.anphatpc.com.vn/microsoft-surface-laptop-4-intel-core-i7-1185g7-32gb-ssd-1tb-15-inch.html,i7-1185G7,10,4.0,8.0,12,1.2,4.8,1,12,12,28,7,32GB,LPDDR4,4.0,1TB,SSD,,,,1,0,0,,15-INCH,2496 X 1664,,,10,12
35990000,https://www.anphatpc.com.vn/laptop-gaming-acer-nitro-16-phoenix-an16-41-r3sm-nh.qllsv.003-hang-gia-soc.html,Ryzen 7 7840HS,4,8.0,16.0,24,3.8,5.1,0,24,35,54,7,32GB,DDR5,5.0,512GB,SSD,4060,8,,0,0,1,IPS,16 INCH,2560X1600,165HZ,SRGB 100%,11,12
68990000,https://www.anphatpc.com.vn/laptop-acer-gaming-predator-triton-500-se-pt516-52s-75e3-nh.qfqsv.001.html,i7-12700H,7,14.0,20.0,24,4.7,4.7,1,24,45,115,7,16GB,LPDDR5,5.0,2TB,SSD,3070 Ti,8,,0,0,1,LCD,16 INCH,2560 X 1600,240HZ,100% SRGB,11,12
31990000,https://www.anphatpc.com.vn/laptop-lg-gram-2023-17zd90r-g.ax73a5.html,i7-1360P,7,12.0,16.0,18,5.0,5.0,1,18,28,64,7,16GB,LPDDR5,5.0,256GB,SSD,,,,1,0,0,IPS,17 INCH,2560 X 1600,,DCI-P3 99%,11,12
0,https://www.anphatpc.com.vn/microsoft-surface-pro-9-wifi-intel-evo-12th-core-i7-1255u-16gb-512gb-iris-xe-graphics-13-inch-windows-11-home-silver.html,i7-1255U,7,10.0,12.0,12,4.7,4.7,1,12,15,55,7,16GB,LPDDR5,5.0,512GB,SSD,,,,1,0,0,,13-INCH,2880 X 1920,120HZ,,11,12
21890000,https://www.anphatpc.com.vn/laptop-lenovo-thinkbook-16-g6-irl-21kh00bvvn.html,i5-13500H,7,12.0,16.0,18,4.7,4.7,1,18,45,95,5,64GB,DDR5,5.0,2TB,SSD,,,,1,0,0,IPS,16 INCH,1920X1200,60HZ,100% SRGB,11,24
96990000,https://www.anphatpc.com.vn/laptop-msi-raider-ge77-hx-12uhs-229vn.html,i9-12900,7,16.0,24.0,30,1.8,5.0,1,30,65,202,9,64GB,DDR5,5.0,2TB,SSD,3080,12,,0,0,1,,17.3 INCH,1920x1080,120HZ,100% DCI-P3,11,24
26990000,https://www.anphatpc.com.vn/laptop-fujitsu-uh-x-9u13a2-4zr1g97609.html,i5-1135G7,10,4.0,8.0,8,0.9,4.2,1,8,12,28,5,16GB,LPDDR4,4.0,512 GB,SSD,,,,1,0,0,,13.3 INCH,1920 X 1080,,,11,24
0,https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-z13-gen-1-21d2003rvn.html,Ryzen 7 PRO 6850U,6,8.0,16.0,20,2.7,4.7,0,20,15,28,7,16GB,LPDDR5,5.0,512GB,SSD,,,,1,0,0,IPS,13.3 INCH,1920X1200,,100% SRGB,11,36
28390000,https://www.anphatpc.com.vn/laptop-lenovo-loq-15irh8-82xv00qxvn.html,i7-13620H,7,10.0,16.0,24,4.9,4.9,1,24,45,115,7,16GB,DDR5,5.0,512GB,SSD,,,,1,0,0,IPS,15.6 INCH,1920X1080,144HZ,45% NTSC,11,24
114490000,https://www.anphatpc.com.vn/laptop-asus-rog-strix-scar-18-g834jyr-r6011w.html,i9-14900HX,7,24.0,32.0,36,1.6,5.8,1,36,55,157,9,64GB,DDR5,5.0,512GB,SSD,4090,24,,0,0,1,LED,18 INCH,2560 X 1600,240HZ,100% DCI-P3,11,24
21990000,https://www.anphatpc.com.vn/laptop-acer-swift-go-sfg14-72-55hz-nx.krksv.002.html,125H,0,14.0,18.0,18,0.7,4.5,1,18,28,115,5,16GB,LPDDR5,5.0,512GB,SSD,,,,1,0,0,IPS,14INCH,2240X1400,55HZ,SRGB 100%,11,12
21990000,https://www.anphatpc.com.vn/laptop-hp-probook-450-g10-873j7pa.html,i5-1340P,7,12.0,16.0,12,4.6,4.6,1,12,28,64,5,16GB,DDR4,5.0,512GB,SSD,,,,1,0,0,IPS,15.6 INCH,1920 X 1080,,45% NTSC,11,12
37990000,https://www.anphatpc.com.vn/laptop-gigabyte-aorus-15-xe4-73vnb14gh.html,i7-12700H,7,14.0,20.0,24,4.7,4.7,1,24,45,115,7,64GB,DDR4,5.0,1TB,SSD,3070,8,,0,0,1,IPS,15.6INCH,2560X1440,165HZ,72% NTSC,11,24
25990000,https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-l14-gen-4-21h1003ava.html,i7-1360P,7,12.0,16.0,18,5.0,5.0,1,18,28,64,7,64GB,DDR4,5.0,512GB,SSD,,,,1,0,0,IPS,14 INCH,1920X1080,60HZ,45% NTSC,0,24
28990000,https://www.anphatpc.com.vn/laptop-lg-gram-2023-14t90r-g.ah55a5.html,i5-1340P,7,12.0,16.0,12,4.6,4.6,1,12,28,64,5,16GB,LPDDR5,5.0,512GB,SSD,,,,1,0,0,IPS,14-INCH,1920x1080,60HZ,DCI-P3 99%,11,12
17990000,https://www.anphatpc.com.vn/laptop-lenovo-thinkpad-e14-gen-5-21jk006qva.html,i5-1335U,7,10.0,12.0,12,4.6,4.6,1,12,15,55,5,32GB,DDR4,5.0,512GB,SSD,,,,1,0,0,IPS,14 INCH,1920X1200,60HZ,45% NTSC,0,24
50990000,https://www.anphatpc.com.vn/laptop-hp-elite-dragonfly-g4-876f1pa.html,i7-1355U,7,10.0,12.0,12,5.0,5.0,1,12,15,55,7,16GB,LPDDR5,5.0,1 TB,SSD,,,,1,0,0,IPS,13.5 INCH,1920 X 1280,,72% NTSC,11,36
21790000,https://www.anphatpc.com.vn/laptop-dell-inspiron-16-5630-71020244.html,i5-1335U,7,10.0,12.0,12,4.6,4.6,1,12,15,55,5,8GB,LPDDR5,5.0,512GB,SSD,630,4,,0,1,0,,16.0 INCH,1920 X 1080,60HZ,,11,12
32990000,https://www.anphatpc.com.vn/laptop-gaming-acer-nitro-16-phoenix-an16-41-r60f-nh.qlksv.003-hang-gia-soc.html,165H,0,16.0,22.0,24,0.9,5.0,1,24,28,115,7,32GB,DDR5,5.0,512GB,SSD,,,,1,0,0,IPS,16 INCH,2560X1600,165HZ,SRGB 100%,11,12
23590000,https://www.anphatpc.com.vn/laptop-lenovo-loq-15iax9-83gs000rvn.html,i5-12450HX,7,8.0,12.0,12,4.4,4.4,1,12,55,157,5,8GB,DDR5,5.0,512GB,SSD,,,,1,0,0,IPS,15.6 INCH,1920X1080,144HZ,100% SRGB,11,24
23674000,https://www.anphatpc.com.vn/laptop-lenovo-thinkbook-14-g5-irl-21jc0059vn.html,i7-1360P,7,12.0,16.0,18,5.0,5.0,1,18,28,64,7,16GB,DDR4,5.0,512GB,SSD,,,,1,0,0,IPS,14 INCH,1920X1080,60HZ,45% NTSC,11,24
13990000,https://www.anphatpc.com.vn/laptop-asus-expertbook-b1-b1402cva-nk0149w.html,i5-1335U,7,10.0,12.0,12,4.6,4.6,1,12,15,55,5,8GB,DDR4,5.0,256GB,SSD,,,,1,0,0,,14.0INCH,1920 X 1080,60HZ,,11,24
28990000,https://www.anphatpc.com.vn/laptop-acer-gaming-nitro-v-anv15-51-75gs-nh.qn8sv.005-hang-gia-soc.html,i7-13620H,7,10.0,16.0,24,4.9,4.9,1,24,45,115,7,32GB,DDR5,5.0,512GB,SSD,,,,1,0,0,IPS,15.6 INCH,1920 X 1080,144HZ,,11,12
9790000,https://www.anphatpc.com.vn/laptop-acer-aspire-3-a315-59-381e-nx.k6tsv.006.html,i3-1215U,7,6.0,8.0,10,4.4,4.4,1,10,15,55,3,32GB,DDR4,5.0,512GB,SSD,,,,1,0,0,LCD,15.6 INCH,1920 X 1080,60HZ,,11,12
50990000,https://www.anphatpc.com.vn/laptop-acer-predator-helios-16-ph16-71-72bv-nh.qjrsv.001.html,i7-13700,7,16.0,24.0,30,1.5,5.1,1,30,65,219,7,32GB,DDR5,5.0,512GB,SSD,4070,12,,0,0,1,LCD,16 INCH,2560 X 1600,240HZ,DCI-P3 100%,11,12
16190000,https://www.anphatpc.com.vn/laptop-hp-15-fd0237tu-9q972pa.html,i5-1334U,7,10.0,12.0,12,4.6,4.6,1,12,15,55,5,8GB,DDR4,5.0,512 GB,SSD,,,,1,0,0,,15.6INCH,1920 X 1080,,45% NTSC,11,12
26990000,https://www.anphatpc.com.vn/laptop-gaming-acer-nitro-16-phoenix-an16-41-r50z-nh.qlksv.001-hang-gia-soc.html,165H,0,16.0,22.0,24,0.9,5.0,1,24,28,115,7,32GB,DDR5,5.0,512GB,SSD,,,,1,0,0,IPS,16INCH,1920 X 1200,165HZ,SRGB 100%,11,12
15990000,https://www.anphatpc.com.vn/laptop-acer-aspire-5-a515-58gm-59lj-nx.kq4sv.001.html,i5-13420H,7,8.0,12.0,12,4.6,4.6,1,12,45,95,5,32GB,DDR4,5.0,512GB,SSD,,,,1,0,0,IPS,15.6INCH,1920 X 1080,60HZ,,11,12
17590000,https://www.anphatpc.com.vn/laptop-lenovo-thinkbook-14-g4-iap.html,i7-1255U,7,10.0,12.0,12,4.7,4.7,1,12,15,55,7,32GB,DDR4,5.0,512GB,SSD,,,,1,0,0,IPS,14 INCH,1920X1080,60HZ,45% NTSC,11,24
51490000,https://www.anphatpc.com.vn/laptop-dell-xps-13-9340-71034922.html,125H,0,14.0,18.0,18,0.7,4.5,1,18,28,115,5,16GB,LPDDR5,5.0,1TB,SSD,,,,1,0,0,,13.4 INCH,1920 X 1200,,,11,12
37990000,https://www.anphatpc.com.vn/laptop-lg-gram-2023-17z90r-g.ah78a5.html,i7-1360P,7,12.0,16.0,18,5.0,5.0,1,18,28,64,7,16GB,LPDDR5,5.0,1TB,SSD,,,,1,0,0,IPS,17-INCH,2560X1600,60HZ,DCI-P3 99%,11,12
